"","bailey_NA","blackrock_lower","blackrock_upper","blacktail_NA","blindbull_NA","boulder_NA","box_NA","cabin_NA","clear_NA","cliff_NA","cody_bluecrane","cottonwood_grosventre","cottonwood_nps","cowboycabin_NA","crystal_lower","crystal_upper","deadman_greys","deadmansbar_NA","dell_NA","ditch_NA","dog_NA","fall_coburn","fish_grosventre","fish_NA","flat_NA","fordspring_NA","goosewing_NA","granite_lower","granite_upper","grosventre_lower","hoback_upper","horse_NA","lava_NA","leidy_NA","littlegreys_steer","lowerbarbc_NA","mosquito_NA","northbuffalofork_NA","pacific_NA","rock_NA","shoal_NA","slate_NA","snakeriversidechannel_NA","spread_southfork","spread_uppermainstem","spreadnf_flagstaff","spring_nps","spring_tss","threechannel_NA","upperbarbc_NA","white_NA","willow_NA"
"fordspring_NA",0.0374175756976477,0.0499313558622752,0.0531851874834649,0.027640064807634,0.0461948375341969,0.0457202361620732,0.0620161200967938,0.0395819484126738,0.0536530150518629,0.0493814008925754,0.0536631036502959,0.0466546679856044,0.0327253608531884,0.0256629262983506,0.0418002492958158,0.051815632094288,0.049677666361816,0.044906271989443,0.0440850934206354,0.0882805009968946,0.0541633805425529,0.169348042639783,0.0565030100883441,0.0207470151374767,0.0397732195035386,NA,0.0487741588008158,0.0422415214091808,0.0420924848328144,0.0207452911858021,0.0343586356730786,0.0495860880466949,0.0659560875420791,0.182116821042243,0.0481016161546174,0.017293106566697,0.0229461065900614,0.0295078902126743,0.0236266209644752,0.0589729597553956,0.0370334673331736,0.0867150479386301,0.0277116130625947,0.0486427485167398,0.0435047010564636,0.0475440720879528,0.073147142788247,0.0453006955341757,0.018078228239028,0.036817816680284,0.0425577205579047,0.0231776308194526
"goosewing_NA",0.0380415804139273,0.0456341504757736,0.0627625302853821,0.0485577317208255,0.0494428335746827,0.0576189951391827,0.0752863152199238,0.0524700160941215,0.0694224193253968,0.0551671511495037,0.0923893671287454,0.0212762581685322,0.0483442725223646,0.0565287235029913,0.037687348859085,0.0466866380087782,0.0521050151781537,0.0776738685001662,0.0633544612122026,0.0841847130846498,0.0596307105717211,0.184230868050298,0.0278392667283475,0.0402210603709844,0.0639398683581978,0.0487741588008158,NA,0.0537686910607815,0.05191984278786,0.0348493594596715,0.052411953592012,0.0601736752838774,0.06851871431269,0.191335115649593,0.0516743996755382,0.0426157093313493,0.0400802067199019,0.0383574191042639,0.0327183784451502,0.0671382061213598,0.0518029972020033,0.048119843576166,0.0559534159098107,0.0577307932240107,0.0494134479903119,0.0566195268405253,0.0740325501085074,0.0768129519656536,0.040580821642471,0.0523014668998795,0.0600866449681915,0.0403207764148195
"granite_lower",0.028120573956554,0.0508418672636767,0.057413258559716,0.045417238123836,0.0421248328898009,0.010196212443779,0.0680973450097323,0.0330493526200977,0.0622174629331709,0.0198024250555469,0.0811329564286593,0.0416277568187061,0.0530253868009663,0.0518823392923029,0.0475786006145647,0.0557611170299917,0.0448114629179437,0.0678060791961484,0.0403239369833196,0.0831074734768108,0.0357750597054029,0.154944887358584,0.0518723333255175,0.0398035116116021,0.064726980298276,0.0422415214091808,0.0537686910607815,NA,0.0216048763224645,0.0408318712951486,0.0259032205520099,0.0413754328444204,0.0767717828142421,0.164905014075381,0.0356702493053225,0.0402057741887365,0.0319346871441767,0.0429811198595099,0.043536281505171,0.0645399500137132,0.0194154256294269,0.0824351495033076,0.0544053259410216,0.0612867917214727,0.0603628213759465,0.0503227609973539,0.0705820874832005,0.0712016771077851,0.0409947174857136,0.0461217003582702,0.0413632320020278,0.0213072815968252
"granite_upper",0.0284181221090222,0.0574406316092426,0.0584314807834112,0.0446613455663088,0.0424886837332726,0.0253223117990942,0.0670949139243493,0.0387680669554849,0.0614020908788939,0.0265627822926112,0.0833942231172541,0.0474879893290608,0.0518441595853035,0.0494389631149998,0.0526349301469011,0.0622647156258944,0.0461592504659994,0.075771747977601,0.0496541242957244,0.0783989700371162,0.0411140649900612,0.16222187345814,0.0582978578671029,0.0401343655608243,0.0640057917266385,0.0420924848328144,0.05191984278786,0.0216048763224645,NA,0.0401703330017824,0.0273800370433899,0.0461137498656368,0.075117272817033,0.182299363953768,0.0344716180167618,0.0378834099108493,0.0308269171887418,0.0485960208342376,0.044238124611257,0.0652779540629495,0.0286650808659994,0.0770594401340666,0.0553720388960193,0.0654880008882681,0.0632041350970035,0.0538100862321511,0.0771327154671403,0.0778783358490293,0.0444636450169098,0.0476483922065753,0.0438320861048848,0.0278906632657899
"grosventre_lower",0.0251477412408449,0.0316596382334115,0.0467717970742757,0.0184498788249967,0.0469155429252074,0.0482486571774532,0.0523029547378808,0.0437223534651215,0.0463871657615995,0.0500934159714941,0.0627059496471383,0.0315731200851036,0.0325590228449804,0.0218456025598386,0.0334231806633678,0.0466300917592923,0.0506948159262565,0.0355622771319342,0.037839498988098,0.078080726911706,0.0524944980841011,0.157376918450782,0.0451030748795679,0.0190807749479512,0.0325021448613275,0.0207452911858021,0.0348493594596715,0.0408318712951486,0.0401703330017824,NA,0.0391261686053556,0.0423440736358745,0.0550931352893472,0.150058619340079,0.0459764641439485,0.0158159428973335,0.0195457044628236,0.022487358127918,0.0147266943837825,0.0440120899861396,0.0374297759203456,0.0705308742206615,0.0229748560096309,0.0380528327807879,0.0430370276550025,0.0386955828657255,0.0567318966795272,0.0522766177293396,0.0131180269398781,0.0217193862430947,0.0402401506281609,0.0193745515830229
"hoback_upper",0.0246698945559073,0.0400772063242495,0.0545048072506052,0.0363565215978566,0.0405313333263423,0.0230356811566853,0.0503168509289564,0.0343919858584216,0.0473811650523826,0.0289080626664674,0.0726012450473604,0.0438924043590393,0.0487170343143469,0.0415322108102254,0.0496446688298937,0.057342002596509,0.0386817099319526,0.0583947739289041,0.038005966141039,0.0790180853840498,0.0411672898801577,0.153953859372314,0.049824316932469,0.0300195078435964,0.0506665239161255,0.0343586356730786,0.052411953592012,0.0259032205520099,0.0273800370433899,0.0391261686053556,NA,0.0441119595916024,0.0745009441732428,0.170655338366602,0.0343072224715757,0.0385947956562104,0.0268241195482955,0.0334178042245808,0.0378217480936695,0.0472519021012538,0.0214471195532264,0.0761392704859826,0.0433487357638395,0.0466617320074514,0.0452513966795328,0.0409107432767644,0.0622884656879981,0.0674511905737924,0.0314674812835748,0.0401911715407873,0.0366643835012872,0.023871291685995
"horse_NA",0.0275867185829992,0.0580026422538544,0.0654809359274911,0.0472662455219493,0.0549707869957137,0.0482753354009029,0.0689520594802538,0.031746482782728,0.0657530324344319,0.0511474401867545,0.0849948843876559,0.044475278432218,0.0573763677073664,0.0513384036670066,0.0570044256778043,0.0657653011792324,0.0555598129104484,0.0650602446645521,0.0594343222026956,0.0927326632289683,0.0435614925914205,0.172596424569741,0.0544476546502362,0.0395142213788217,0.0623093953589243,0.0495860880466949,0.0601736752838774,0.0413754328444204,0.0461137498656368,0.0423440736358745,0.0441119595916024,NA,0.0656546515430351,0.1799943834931,0.0457794929650523,0.0440365595458503,0.0306175346921951,0.0435436786011736,0.0434175058511149,0.0663914583480807,0.0424345303570917,0.0871790277232355,0.0548740729674227,0.0588314713943479,0.0649595646446068,0.0599592135265689,0.0753639948426554,0.076463418470021,0.0493720345192086,0.0490473472128175,0.0483822378574283,0.0308308707045279
"lava_NA",0.0620028393425714,0.0642607805342663,0.0597618185917465,0.0597670213732184,0.0804531432152201,0.0785934399520545,0.078875048553838,0.0664271893804968,0.0765151509454917,0.0743876678771956,0.112555766731457,0.0605284621641223,0.0556701192829338,0.07025838912671,0.0650498716390948,0.0691473406926106,0.0822836659794669,0.0791345288833745,0.0868216178893185,0.0935576630963614,0.0734223374038684,0.187179501074121,0.067744293834241,0.0616395418982831,0.0786991269639595,0.0659560875420791,0.06851871431269,0.0767717828142421,0.075117272817033,0.0550931352893472,0.0745009441732428,0.0656546515430351,NA,0.15416750100792,0.077307007671129,0.0634221084607769,0.0590304685418804,0.0495035598668221,0.0578070958156238,0.0677778645929379,0.0668960527555224,0.113006145939029,0.0658850472868382,0.0546484646336855,0.0704356343884222,0.0675671839030743,0.0581716529017283,0.0975040042428653,0.05648886465263,0.0667219405898889,0.0720967890563457,0.0544101055581357
"leidy_NA",0.162666362128671,0.155695807418461,0.153407122067196,0.15299429876718,0.164252071958422,0.17188173401854,0.197951633117191,0.170702149691592,0.182112591259983,0.167098575182802,0.217501532259783,0.154884933373442,0.15470532665265,0.17039706071558,0.17020739120607,0.167201996778849,0.178764519461602,0.18627339097545,0.173353666517825,0.166296209679973,0.168989171196106,0.292796059003705,0.167493604651701,0.150168485126945,0.187262042606582,0.182116821042243,0.191335115649593,0.164905014075381,0.182299363953768,0.150058619340079,0.170655338366602,0.1799943834931,0.15416750100792,NA,0.154478351375026,0.157014889041547,0.152842956755569,0.153427844473416,0.148230226080042,0.184987488656953,0.154691395645292,0.189412518969422,0.163199345542785,0.135002112238248,0.156214322052837,0.165015483422363,0.136244480494764,0.219388484241696,0.153928956663571,0.163494580869857,0.176882827118554,0.148277841449299
"littlegreys_steer",0.0270439456947919,0.0530448629765509,0.0565858951299225,0.0478337297587307,0.0190656647939342,0.0333004398385463,0.0666701619394612,0.0296446700480863,0.0658149198043357,0.0364936423199482,0.0832006670932241,0.0448509601907595,0.0546215935950572,0.0521686582608227,0.0524970755575533,0.0541234843183003,0.0177812160360957,0.0724995537094179,0.0527200492712667,0.0820129542172059,0.0383829854611457,0.146789680360606,0.051207207798098,0.0432562426979799,0.0644847178972544,0.0481016161546174,0.0516743996755382,0.0356702493053225,0.0344716180167618,0.0459764641439485,0.0343072224715757,0.0457794929650523,0.077307007671129,0.154478351375026,NA,0.0465030819651159,0.0330830183036093,0.0487312836729477,0.0486320956046721,0.0628273516806213,0.036592856523684,0.0760970368295549,0.0539450516339964,0.0573458655730788,0.0589790659054832,0.053939191090137,0.0672779216367328,0.0841926180950558,0.0438495011960328,0.0512312654414425,0.0201066397865886,0.031801347623249
"lowerbarbc_NA",0.0278484464913731,0.039670818678473,0.0479445945492469,0.0201889117701583,0.0483496941483419,0.0367347854385394,0.0506745879205756,0.0431490700873435,0.044450002077052,0.0440776363176373,0.0572371220783611,0.0373826803317405,0.0362811257977871,0.0192956597554163,0.0420020371295333,0.0545897319639303,0.0543548383712462,0.03885835502006,0.0344624319853512,0.0771876988605011,0.0517496332955559,0.148749869943323,0.0479314920319792,0.0141279906013882,0.0370503731594271,0.017293106566697,0.0426157093313493,0.0402057741887365,0.0378834099108493,0.0158159428973335,0.0385947956562104,0.0440365595458503,0.0634221084607769,0.157014889041547,0.0465030819651159,NA,0.018747750016714,0.0239220028677898,0.0137576765975986,0.0445833699094617,0.0406185609852288,0.073134202710737,0.0178388707193174,0.0375140248495042,0.0392339844594217,0.0376941809029854,0.060308357377071,0.0545604056619743,0.0110036257557344,0.0224452847691691,0.0408292950833672,0.0207619683586978
"mosquito_NA",0.0208464665696692,0.0406964697589418,0.0487722603775263,0.026534253187329,0.0406436833862235,0.0366496587243367,0.0512693446914101,0.0322770792070727,0.0425201864882029,0.0364870369755293,0.0583766714539076,0.0310152525614668,0.0315109439132145,0.0265159477627264,0.0350097132485207,0.0405385860575939,0.039842099052397,0.0397152031795719,0.0362210297936786,0.0739300569086407,0.0380447698128789,0.142967390956883,0.0425117699395735,0.016166249967951,0.0424840374165995,0.0229461065900614,0.0400802067199019,0.0319346871441767,0.0308269171887418,0.0195457044628236,0.0268241195482955,0.0306175346921951,0.0590304685418804,0.152842956755569,0.0330830183036093,0.018747750016714,NA,0.0220156826633175,0.0197601476857582,0.044907735134122,0.0254738776662228,0.0590114942115762,0.0281792501665573,0.0411689791791759,0.0364266580925707,0.0403684794890591,0.0615651207424805,0.0555403918718363,0.0189458740551919,0.0257335294148439,0.0309320700212107,0.0159875037545001
"northbuffalofork_NA",0.0307201539877791,0.0302851845459696,0.0436606194991868,0.0246344493187981,0.0489052723632836,0.0479777471291242,0.0373410019358112,0.0419147971595502,0.0320937448857785,0.0546594797338274,0.0522749284285425,0.0343843670014192,0.0335026001146844,0.0360924834843692,0.0379463878533087,0.047428946922989,0.0556265715434241,0.0391327960312329,0.045258770796686,0.0712188438799259,0.0498241806485076,0.149288534177626,0.0398009821067273,0.0103576944224387,0.03750036997499,0.0295078902126743,0.0383574191042639,0.0429811198595099,0.0485960208342376,0.022487358127918,0.0334178042245808,0.0435436786011736,0.0495035598668221,0.153427844473416,0.0487312836729477,0.0239220028677898,0.0220156826633175,NA,0.022734395825049,0.0386804654727869,0.0365047310288584,0.0776543017270675,0.0371635122760174,0.0318630207080372,0.024379651366071,0.0317511192508162,0.0538742945970525,0.0428056191516479,0.0229900870118526,0.0287351588418505,0.0462055546139188,0.023635964015519
"pacific_NA",0.0209469789712545,0.0364201787444648,0.0471607837475966,0.0215814891328449,0.0536361213228345,0.0455233678305813,0.0525642115040362,0.0425355566300145,0.0436897358094871,0.0492750664317342,0.0573231467900245,0.0319537574199122,0.0317288952582135,0.0252134848736227,0.0395004509861075,0.0522653141115635,0.0517970248149085,0.0382284730902542,0.0367869236253524,0.0710477879595129,0.0524270085151697,0.153670064408729,0.0392767546198856,0.0180479185738789,0.0394583144488276,0.0236266209644752,0.0327183784451502,0.043536281505171,0.044238124611257,0.0147266943837825,0.0378217480936695,0.0434175058511149,0.0578070958156238,0.148230226080042,0.0486320956046721,0.0137576765975986,0.0197601476857582,0.022734395825049,NA,0.0412169818684015,0.0352683456378457,0.0729868795911393,0.0299723289000164,0.0387551613450487,0.0397486736410909,0.0332191159870418,0.0525567537521718,0.0516767237236668,0.0133036282748749,0.0271216940590888,0.0415858198113871,0.0225661115240278
"rock_NA",0.0481276595300453,0.0497076327030116,0.0662013912971561,0.0456321425521297,0.0693610206401574,0.0680994203188511,0.064089138976701,0.0654969514480932,0.0648028576621189,0.0613074002994543,0.0913901888600032,0.0564957292262728,0.0563786149987756,0.0586784600186371,0.0631780762449113,0.0728710483763504,0.0670687425076856,0.0737415790948903,0.0593828397651575,0.087726833874371,0.0670655495016523,0.17795682699324,0.066428522175286,0.0402087341727263,0.0698425362033784,0.0589729597553956,0.0671382061213598,0.0645399500137132,0.0652779540629495,0.0440120899861396,0.0472519021012538,0.0663914583480807,0.0677778645929379,0.184987488656953,0.0628273516806213,0.0445833699094617,0.044907735134122,0.0386804654727869,0.0412169818684015,NA,0.0530298653031302,0.100634803806576,0.0546710567860477,0.045333968219181,0.0414548706683277,0.0434269253639881,0.0716997350860619,0.0821310527161057,0.0381378772489181,0.0498522370892461,0.0588826967402131,0.0444307623287726
"shoal_NA",0.0232139811518402,0.0452283007456286,0.0477011026511158,0.0384727912466956,0.038149567726871,0.0182571396265009,0.0610849132787201,0.0329171462863663,0.0575778102885647,0.0208361096261412,0.0817952016353537,0.0408411581972952,0.0480916772914105,0.0405828185462827,0.0458654215815156,0.0543993661561702,0.0466310177073602,0.0580567154942794,0.0371990180264356,0.0808471955777286,0.0364758933162231,0.144577516864674,0.0477678756069121,0.0364406768974581,0.054066998318809,0.0370334673331736,0.0518029972020033,0.0194154256294269,0.0286650808659994,0.0374297759203456,0.0214471195532264,0.0424345303570917,0.0668960527555224,0.154691395645292,0.036592856523684,0.0406185609852288,0.0254738776662228,0.0365047310288584,0.0352683456378457,0.0530298653031302,NA,0.0795085882200697,0.0436734662596774,0.0478648260218203,0.0491626071439066,0.0432167690320281,0.0588613742733148,0.0691818636026601,0.0361109272345009,0.0379001441666831,0.0392396830615033,0.0180526628128691
"slate_NA",0.075505267328778,0.0850371399744181,0.094885888815978,0.0791216336853092,0.0794986607339466,0.0840040024112833,0.10044155091508,0.0820242256893752,0.0990522025799234,0.0852822311589495,0.112904117742105,0.0520279264165741,0.0809384844066521,0.0792046449800784,0.0592776718864336,0.0624085590167012,0.0875871334674709,0.0983919328153284,0.0882055992358764,0.10317030195947,0.0915756704998316,0.198887045557205,0.0584466652513383,0.0708387730978084,0.0980992411170867,0.0867150479386301,0.048119843576166,0.0824351495033076,0.0770594401340666,0.0705308742206615,0.0761392704859826,0.0871790277232355,0.113006145939029,0.189412518969422,0.0760970368295549,0.073134202710737,0.0590114942115762,0.0776543017270675,0.0729868795911393,0.100634803806576,0.0795085882200697,NA,0.0761721238732466,0.0911517728870916,0.0882430835233693,0.086650850006121,0.0944270199104099,0.112553044090059,0.0717913971283164,0.0751206713655149,0.0780997318623516,0.0692704586249474
"snakeriversidechannel_NA",0.040636416615257,0.0440992097829058,0.061092000655218,0.0118044019381823,0.0549288054135837,0.0527509785735368,0.0684026516809656,0.058209551874646,0.0578475939986606,0.0577200315717568,0.0768451892556801,0.0455424481596547,0.0375957463853285,0.00856572751473048,0.0473483757970542,0.0611216136110001,0.0635921462743777,0.023865638332984,0.0471421950501454,0.0780216352847442,0.0668827616979418,0.15628588382642,0.0563353588713798,0.0289468363339378,0.0376187242963113,0.0277116130625947,0.0559534159098107,0.0544053259410216,0.0553720388960193,0.0229748560096309,0.0433487357638395,0.0548740729674227,0.0658850472868382,0.163199345542785,0.0539450516339964,0.0178388707193174,0.0281792501665573,0.0371635122760174,0.0299723289000164,0.0546710567860477,0.0436734662596774,0.0761721238732466,NA,0.0447635584619,0.0489237842910787,0.0518619703459118,0.0684530198463027,0.0701883303372795,0.0241868627533567,0.00802836708772594,0.0508524812942994,0.0300976290497256
"spread_southfork",0.043732350865711,0.0439753764826032,0.0556079293179872,0.0441366293558091,0.0627725497652502,0.0626585343660266,0.0618412386488822,0.0597621288281055,0.0558504511826086,0.0623637621851482,0.0716593349923492,0.0471909813219697,0.0439397898484001,0.0451456988600628,0.0608973854263796,0.0620567798954649,0.0630553291919344,0.0627330003584361,0.0618627342923256,0.0764688949565629,0.0661070921318316,0.162663674137986,0.0592238927541197,0.0334176683007727,0.0546436187399,0.0486427485167398,0.0577307932240107,0.0612867917214727,0.0654880008882681,0.0380528327807879,0.0466617320074514,0.0588314713943479,0.0546484646336855,0.135002112238248,0.0573458655730788,0.0375140248495042,0.0411689791791759,0.0318630207080372,0.0387551613450487,0.045333968219181,0.0478648260218203,0.0911517728870916,0.0447635584619,NA,0.0195967967665405,0.0266644236588335,0.055305432923325,0.0687367757332076,0.0410503885255527,0.044115456102268,0.0600508612901618,0.0414301588243643
"spread_uppermainstem",0.0504660162374096,0.0436848518829023,0.0569683106613275,0.0441596798475496,0.0648989377726533,0.0607655515329791,0.0557209680785001,0.0593548167046066,0.0441333638929984,0.0609866951081523,0.0685440101788351,0.0464250979968581,0.047328175750891,0.0555964176489569,0.0557389864133144,0.0604030139514668,0.0691605377369383,0.0604710443778911,0.0553731896240791,0.0836601100815791,0.063920360460731,0.162441869532659,0.051216427768529,0.0332184957252574,0.0596711529725994,0.0435047010564636,0.0494134479903119,0.0603628213759465,0.0632041350970035,0.0430370276550025,0.0452513966795328,0.0649595646446068,0.0704356343884222,0.156214322052837,0.0589790659054832,0.0392339844594217,0.0364266580925707,0.024379651366071,0.0397486736410909,0.0414548706683277,0.0491626071439066,0.0882430835233693,0.0489237842910787,0.0195967967665405,NA,0.0197132806653803,0.0634998960581742,0.0594600170729843,0.0364134587158353,0.0415312203363606,0.0623338552335676,0.0440839888385723
"spreadnf_flagstaff",0.0496323532561628,0.0455374241188694,0.0416835228492607,0.0386850521653338,0.0625427968081175,0.0586065752736034,0.0654018526098284,0.0564863156951326,0.0513879804781004,0.0505140039799561,0.0827410060471659,0.0459586705018111,0.0429039816783408,0.0484571275896886,0.0541436063973804,0.0648637779044152,0.0688115164057534,0.0551866844777852,0.0580566202898784,0.0786835095171566,0.0623234006753185,0.178860824803568,0.0528493607577415,0.0374245791211699,0.0596616702142395,0.0475440720879528,0.0566195268405253,0.0503227609973539,0.0538100862321511,0.0386955828657255,0.0409107432767644,0.0599592135265689,0.0675671839030743,0.165015483422363,0.053939191090137,0.0376941809029854,0.0403684794890591,0.0317511192508162,0.0332191159870418,0.0434269253639881,0.0432167690320281,0.086650850006121,0.0518619703459118,0.0266644236588335,0.0197132806653803,NA,0.0561697283939693,0.0707601332111691,0.0416519342293327,0.0388228811618669,0.0537305233384019,0.0404215348130757
"spring_nps",0.0626761207781947,0.0548298778621011,0.044806970565791,0.0582091060012069,0.0781599550988212,0.0732362635155807,0.0852934180928375,0.0743287722085551,0.0718189047703376,0.0695648119517998,0.12140529718764,0.0584557266736052,0.0542739137572272,0.0672277577558292,0.0697579576633506,0.0771238322287074,0.0754182314703178,0.0843007845546577,0.0836308886248267,0.0719692229601126,0.0767143264665859,0.199610916130506,0.0674755948738477,0.0646670063094044,0.0831022267495028,0.073147142788247,0.0740325501085074,0.0705820874832005,0.0771327154671403,0.0567318966795272,0.0622884656879981,0.0753639948426554,0.0581716529017283,0.136244480494764,0.0672779216367328,0.060308357377071,0.0615651207424805,0.0538742945970525,0.0525567537521718,0.0716997350860619,0.0588613742733148,0.0944270199104099,0.0684530198463027,0.055305432923325,0.0634998960581742,0.0561697283939693,NA,0.114149274133224,0.0591121997633902,0.0561017407246434,0.078588058696376,0.0572963913321315
"spring_tss",0.0631083693380235,0.0749793080803042,0.0878135372952608,0.0626267460303607,0.0837290570554668,0.0787049632429302,0.0739977501914856,0.075940650336363,0.0544869230162319,0.0867253544359967,0.0368913748995725,0.0698171818628921,0.0701538487274218,0.0645971944795975,0.0753072795986687,0.0746519930320318,0.0855092957871987,0.0855382283116086,0.0755788004370399,0.122888333721182,0.0778964919851009,0.191093081730922,0.0774812399704459,0.0409744396958819,0.0717651339003739,0.0453006955341757,0.0768129519656536,0.0712016771077851,0.0778783358490293,0.0522766177293396,0.0674511905737924,0.076463418470021,0.0975040042428653,0.219388484241696,0.0841926180950558,0.0545604056619743,0.0555403918718363,0.0428056191516479,0.0516767237236668,0.0821310527161057,0.0691818636026601,0.112553044090059,0.0701883303372795,0.0687367757332076,0.0594600170729843,0.0707601332111691,0.114149274133224,NA,0.0561302338197133,0.0639813584040453,0.0892926703876853,0.057617491320422
"threechannel_NA",0.0277694658005345,0.0361157441622469,0.0583622527156888,0.0185476735283785,0.0416400879429387,0.0472080991174281,0.0455469524911727,0.0469146613832336,0.049862631332461,0.0494024246573603,0.0660038687518917,0.0383201948839011,0.0336425605610474,0.0280045141997701,0.0381758923004679,0.0486927152969908,0.0497887464603869,0.0378993881410478,0.0356646130269132,0.079096804437571,0.0515115876526968,0.149878473406932,0.0463550642383224,0.0157647847713866,0.0363817093970468,0.018078228239028,0.040580821642471,0.0409947174857136,0.0444636450169098,0.0131180269398781,0.0314674812835748,0.0493720345192086,0.05648886465263,0.153928956663571,0.0438495011960328,0.0110036257557344,0.0189458740551919,0.0229900870118526,0.0133036282748749,0.0381378772489181,0.0361109272345009,0.0717913971283164,0.0241868627533567,0.0410503885255527,0.0364134587158353,0.0416519342293327,0.0591121997633902,0.0561302338197133,NA,0.0233638646935644,0.0376760642536735,0.0182195675674852
"upperbarbc_NA",0.035332072477424,0.0396088525693672,0.0549764878537718,0.00617770782568567,0.0543315143737371,0.0474133028969885,0.0615383433199799,0.0490893988817311,0.0515123311914556,0.0498398847270061,0.0773724994802613,0.0421711794694563,0.0367022910253463,0.00848376369351331,0.0439925124072723,0.0639749229294412,0.0631368653218342,0.0243745086619562,0.0445956628000756,0.0741356381648659,0.0566926702102822,0.163023794554299,0.0535755789166308,0.0274347629186355,0.0393472686994693,0.036817816680284,0.0523014668998795,0.0461217003582702,0.0476483922065753,0.0217193862430947,0.0401911715407873,0.0490473472128175,0.0667219405898889,0.163494580869857,0.0512312654414425,0.0224452847691691,0.0257335294148439,0.0287351588418505,0.0271216940590888,0.0498522370892461,0.0379001441666831,0.0751206713655149,0.00802836708772594,0.044115456102268,0.0415312203363606,0.0388228811618669,0.0561017407246434,0.0639813584040453,0.0233638646935644,NA,0.0570366740481129,0.0283605005866054
"white_NA",0.0246558945680526,0.052639463468205,0.0641076736401059,0.045490902556358,0.0175333963869609,0.0464208909456807,0.0638881026018127,0.0254192345225966,0.0633997356960097,0.0398452234652001,0.0922423073135815,0.0464116557846412,0.051569502791678,0.0558801137610226,0.0463747507777033,0.0561676943945278,0.0182515569674909,0.0689251452610807,0.0585270083860319,0.0807933885427605,0.0373731446051925,0.166314878533202,0.0556620366762993,0.0394394474424834,0.0579496090367875,0.0425577205579047,0.0600866449681915,0.0413632320020278,0.0438320861048848,0.0402401506281609,0.0366643835012872,0.0483822378574283,0.0720967890563457,0.176882827118554,0.0201066397865886,0.0408292950833672,0.0309320700212107,0.0462055546139188,0.0415858198113871,0.0588826967402131,0.0392396830615033,0.0780997318623516,0.0508524812942994,0.0600508612901618,0.0623338552335676,0.0537305233384019,0.078588058696376,0.0892926703876853,0.0376760642536735,0.0570366740481129,NA,0.0258080683340036
"willow_NA",0.0124136261997294,0.0395700370986814,0.0480394737734438,0.0228317994923361,0.0305690223577019,0.0262349520717764,0.0520246544432563,0.0199553658119993,0.0478102040165319,0.0277314976329031,0.0634729146810207,0.0295273535630123,0.0335467022309643,0.0272499811472872,0.0342686909642301,0.0468478682543577,0.0361042675560297,0.0443790140964141,0.0301816550587071,0.0746422314430782,0.0299643455998999,0.130403692025687,0.0373534518987976,0.0164371384643007,0.0403372606056855,0.0231776308194526,0.0403207764148195,0.0213072815968252,0.0278906632657899,0.0193745515830229,0.023871291685995,0.0308308707045279,0.0544101055581357,0.148277841449299,0.031801347623249,0.0207619683586978,0.0159875037545001,0.023635964015519,0.0225661115240278,0.0444307623287726,0.0180526628128691,0.0692704586249474,0.0300976290497256,0.0414301588243643,0.0440839888385723,0.0404215348130757,0.0572963913321315,0.057617491320422,0.0182195675674852,0.0283605005866054,0.0258080683340036,NA
